Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGK.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,BCR_IGL.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,Day,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,DayFactor,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab.top10,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.CDR3.1A.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.J.1TRA.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.V.1TRA.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRA.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.D.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRab_TRB.clonotype.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRD.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRD.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRD.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRD.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRG.C.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRG.CDR3.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRG.J.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,TCRgd_TRG.V.1,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,age_group,Other,Normal,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,cv19_vax_boost_or_HC_status,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,library_prep_batch,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"innate T cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/693ae928-96ba-47de-b9d9-1321c675bfcd.cxg/,https://datasets.cellxgene.cziscience.com/deaa7dd9-bee9-4007-86fa-de384c539ea7.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,sampleName_with_day,Other,Abbreviations ,,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
"B cells -- CV19 infection, vaccination and HC",COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,https://cellxgene.cziscience.com/e/1a7e99fe-d5b6-44d7-aa50-c6ef6ab29761.cxg/,https://datasets.cellxgene.cziscience.com/60b76da3-5490-4b61-a73f-38dc7b586465.h5ad,doi:10.1016/j.isci.2023.108573,,T,T,celltype.final,Cell types ,"Normal, abbreviations ",,Ivanova et al. (2023) iScience,https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,Normal ,Adult
